Data/Folder/File, TRUE label, CLASSIFIED label
('data/071/000', 'spam') spam
('data/115/266', 'spam') spam
('data/115/267', 'spam') spam
('data/115/268', 'spam') spam
('data/115/269', 'spam') spam
('data/115/270', 'spam') spam
('data/115/271', 'spam') spam
('data/115/272', 'spam') spam
('data/115/273', 'spam') spam
('data/115/274', 'spam') spam
('data/115/275', 'spam') spam
('data/115/276', 'spam') spam
('data/115/277', 'spam') spam
('data/115/278', 'spam') spam
('data/115/279', 'spam') ham
('data/115/280', 'spam') spam
('data/115/281', 'spam') spam
('data/115/282', 'spam') spam
('data/115/283', 'spam') spam
('data/115/284', 'spam') spam
('data/115/285', 'spam') spam
('data/115/286', 'ham') spam
('data/115/287', 'ham') spam
('data/115/288', 'spam') spam
('data/115/289', 'spam') spam
('data/115/290', 'ham') spam
('data/115/291', 'spam') spam
('data/115/292', 'ham') ham
('data/115/293', 'ham') spam
('data/115/294', 'spam') spam
('data/115/295', 'spam') spam
('data/115/296', 'spam') spam
('data/115/297', 'ham') ham
('data/115/298', 'spam') spam
('data/115/299', 'spam') spam
('data/116/000', 'spam') ham
('data/116/001', 'ham') ham
('data/116/002', 'ham') ham
('data/116/003', 'ham') ham
('data/116/004', 'spam') spam
('data/116/005', 'ham') ham
('data/116/006', 'spam') spam
('data/116/007', 'ham') ham
('data/116/008', 'ham') ham
('data/116/009', 'ham') ham
('data/116/010', 'ham') ham
('data/116/011', 'spam') spam
('data/116/012', 'spam') spam
('data/116/013', 'spam') spam
('data/116/014', 'spam') spam
('data/116/015', 'spam') spam
('data/116/016', 'ham') ham
('data/116/017', 'spam') spam
('data/116/018', 'ham') ham
('data/116/019', 'spam') spam
('data/116/020', 'spam') ham
('data/116/021', 'ham') ham
('data/116/022', 'ham') ham
('data/116/023', 'ham') ham
('data/116/024', 'spam') spam
('data/116/025', 'ham') ham
('data/116/026', 'spam') ham
('data/116/027', 'spam') ham
('data/116/028', 'ham') ham
('data/116/029', 'ham') ham
('data/116/030', 'ham') ham
('data/116/031', 'ham') ham
('data/116/032', 'spam') spam
('data/116/033', 'ham') ham
('data/116/034', 'spam') spam
('data/116/035', 'ham') ham
('data/116/036', 'spam') spam
('data/116/037', 'ham') ham
('data/116/038', 'spam') spam
('data/116/039', 'spam') spam
('data/116/040', 'spam') spam
('data/116/041', 'spam') spam
('data/116/042', 'spam') spam
('data/116/043', 'spam') spam
('data/116/044', 'spam') spam
('data/116/045', 'spam') ham
('data/116/046', 'spam') spam
('data/116/047', 'spam') ham
('data/116/048', 'spam') spam
('data/116/049', 'spam') spam
('data/116/050', 'spam') spam
('data/116/051', 'spam') spam
('data/116/052', 'spam') spam
('data/116/053', 'spam') spam
('data/116/054', 'spam') spam
('data/116/055', 'spam') spam
('data/116/056', 'spam') spam
('data/116/057', 'spam') spam
('data/116/058', 'spam') spam
('data/116/059', 'spam') spam
('data/116/060', 'spam') spam
('data/116/061', 'spam') spam
('data/116/062', 'spam') ham
('data/116/063', 'ham') ham
('data/116/064', 'ham') ham
('data/116/065', 'ham') spam
('data/116/066', 'spam') spam
('data/116/067', 'spam') spam
('data/116/068', 'ham') ham
('data/116/069', 'ham') ham
('data/116/070', 'spam') spam
('data/116/071', 'ham') ham
('data/116/072', 'ham') ham
('data/116/073', 'ham') ham
('data/116/074', 'spam') spam
('data/116/075', 'ham') spam
('data/116/076', 'ham') spam
('data/116/077', 'ham') spam
('data/116/078', 'ham') ham
('data/116/079', 'ham') ham
('data/116/080', 'ham') ham
('data/116/081', 'ham') ham
('data/116/082', 'spam') spam
('data/116/083', 'spam') spam
('data/116/084', 'spam') spam
('data/116/085', 'ham') ham
('data/116/086', 'ham') ham
('data/116/087', 'spam') spam
('data/116/088', 'spam') spam
('data/116/089', 'ham') spam
('data/116/090', 'ham') ham
('data/116/091', 'spam') spam
('data/116/092', 'ham') ham
('data/116/093', 'ham') ham
('data/116/094', 'spam') spam
('data/116/095', 'ham') ham
('data/116/096', 'ham') ham
('data/116/097', 'spam') ham
('data/116/098', 'spam') spam
('data/116/099', 'spam') spam
('data/116/100', 'spam') spam
('data/116/101', 'spam') spam
('data/116/102', 'spam') spam
('data/116/103', 'ham') ham
('data/116/104', 'spam') spam
('data/116/105', 'ham') ham
('data/116/106', 'ham') ham
('data/116/107', 'ham') ham
('data/116/108', 'ham') ham
('data/116/109', 'spam') ham
('data/116/110', 'spam') spam
('data/116/111', 'spam') spam
('data/116/112', 'ham') ham
('data/116/113', 'spam') spam
('data/116/114', 'spam') spam
('data/116/115', 'ham') spam
('data/116/116', 'ham') ham
('data/116/117', 'spam') spam
('data/116/118', 'ham') ham
('data/116/119', 'spam') spam
('data/116/120', 'spam') spam
('data/116/121', 'ham') ham
('data/116/122', 'ham') ham
('data/116/123', 'ham') ham
('data/116/124', 'ham') ham
('data/116/125', 'ham') ham
('data/116/126', 'spam') spam
('data/116/127', 'ham') ham
('data/116/128', 'ham') ham
('data/116/129', 'ham') ham
('data/116/130', 'ham') ham
('data/116/131', 'ham') ham
('data/116/132', 'ham') ham
('data/116/133', 'spam') spam
('data/116/134', 'spam') spam
('data/116/135', 'ham') spam
('data/116/136', 'ham') spam
('data/116/137', 'ham') ham
('data/116/138', 'ham') ham
('data/116/139', 'spam') spam
('data/116/140', 'spam') spam
('data/116/141', 'ham') ham
('data/116/142', 'spam') spam
('data/116/143', 'spam') spam
('data/116/144', 'spam') spam
('data/116/145', 'ham') ham
('data/116/146', 'spam') spam
('data/116/147', 'spam') spam
('data/116/148', 'spam') spam
('data/116/149', 'ham') spam
('data/116/150', 'spam') spam
('data/116/151', 'ham') ham
('data/116/152', 'ham') ham
('data/116/153', 'spam') spam
('data/116/154', 'spam') spam
('data/116/155', 'spam') spam
('data/116/156', 'spam') spam
('data/116/157', 'ham') ham
('data/116/158', 'spam') spam
('data/116/159', 'ham') spam
('data/116/160', 'spam') spam
('data/116/161', 'ham') ham
('data/116/162', 'spam') spam
('data/116/163', 'spam') ham
('data/116/164', 'spam') spam
('data/116/165', 'ham') ham
('data/116/166', 'spam') ham
('data/116/167', 'spam') spam
('data/116/168', 'spam') ham
('data/116/169', 'ham') ham
('data/116/170', 'spam') spam
('data/116/171', 'spam') spam
('data/116/172', 'ham') ham
('data/116/173', 'ham') ham
('data/116/174', 'spam') spam
('data/116/175', 'spam') spam
('data/116/176', 'ham') ham
('data/116/177', 'ham') ham
('data/116/178', 'spam') spam
('data/116/179', 'spam') spam
('data/116/180', 'spam') ham
('data/116/181', 'spam') spam
('data/116/182', 'spam') spam
('data/116/183', 'spam') spam
('data/116/184', 'spam') spam
('data/116/185', 'spam') spam
('data/116/186', 'spam') spam
('data/116/187', 'spam') spam
('data/116/188', 'spam') spam
('data/116/189', 'spam') spam
('data/116/190', 'spam') spam
('data/116/191', 'spam') spam
('data/116/192', 'spam') spam
('data/116/193', 'spam') ham
('data/116/194', 'spam') spam
('data/116/195', 'spam') ham
('data/116/196', 'spam') spam
('data/116/197', 'spam') spam
('data/116/198', 'spam') spam
('data/116/199', 'ham') ham
('data/116/200', 'spam') spam
('data/116/201', 'spam') spam
('data/116/202', 'spam') spam
('data/116/203', 'spam') spam
('data/116/204', 'spam') ham
('data/116/205', 'spam') spam
('data/116/206', 'spam') spam
('data/116/207', 'spam') ham
('data/116/208', 'spam') spam
('data/116/209', 'spam') spam
('data/116/210', 'spam') spam
('data/116/211', 'spam') spam
('data/116/212', 'spam') spam
('data/116/213', 'spam') spam
('data/116/214', 'spam') spam
('data/116/215', 'spam') spam
('data/116/216', 'ham') ham
('data/116/217', 'spam') spam
('data/116/218', 'spam') spam
('data/116/219', 'spam') spam
('data/116/220', 'spam') spam
('data/116/221', 'spam') spam
('data/116/222', 'spam') spam
('data/116/223', 'spam') spam
('data/116/224', 'spam') spam
('data/116/225', 'spam') spam
('data/116/226', 'ham') spam
('data/116/227', 'spam') spam
('data/116/228', 'spam') spam
('data/116/229', 'spam') ham
('data/116/230', 'spam') spam
('data/116/231', 'spam') spam
('data/116/232', 'spam') spam
('data/116/233', 'spam') ham
('data/116/234', 'ham') spam
('data/116/235', 'spam') spam
('data/116/236', 'spam') spam
('data/116/237', 'ham') ham
('data/116/238', 'ham') ham
('data/116/239', 'ham') ham
('data/116/240', 'ham') ham
('data/116/241', 'spam') spam
('data/116/242', 'ham') ham
('data/116/243', 'spam') spam
('data/116/244', 'ham') spam
('data/116/245', 'spam') spam
('data/116/246', 'spam') ham
('data/116/247', 'ham') ham
('data/116/248', 'ham') ham
('data/116/249', 'spam') ham
('data/116/250', 'ham') ham
('data/116/251', 'ham') ham
('data/116/252', 'spam') spam
('data/116/253', 'ham') ham
('data/116/254', 'ham') ham
('data/116/255', 'ham') ham
('data/116/256', 'ham') ham
('data/116/257', 'spam') spam
('data/116/258', 'spam') spam
('data/116/259', 'spam') spam
('data/116/260', 'ham') ham
('data/116/261', 'spam') spam
('data/116/262', 'ham') ham
('data/116/263', 'ham') ham
('data/116/264', 'ham') ham
('data/116/265', 'spam') spam
('data/116/266', 'spam') spam
('data/116/267', 'ham') ham
('data/116/268', 'ham') ham
('data/116/269', 'ham') ham
('data/116/270', 'ham') spam
('data/116/271', 'ham') ham
('data/116/272', 'ham') ham
('data/116/273', 'ham') ham
('data/116/274', 'ham') ham
('data/116/275', 'ham') ham
('data/116/276', 'spam') spam
('data/116/277', 'spam') spam
('data/116/278', 'ham') ham
('data/116/279', 'ham') ham
('data/116/280', 'spam') spam
('data/116/281', 'spam') spam
('data/116/282', 'spam') spam
('data/116/283', 'spam') spam
('data/116/284', 'spam') spam
('data/116/285', 'spam') spam
('data/116/286', 'ham') ham
('data/116/287', 'spam') spam
('data/116/288', 'spam') ham
('data/116/289', 'spam') spam
('data/116/290', 'spam') spam
('data/116/291', 'spam') ham
('data/116/292', 'spam') spam
('data/116/293', 'ham') ham
('data/116/294', 'spam') spam
('data/116/295', 'spam') spam
('data/116/296', 'spam') ham
('data/116/297', 'spam') spam
('data/116/298', 'spam') spam
('data/116/299', 'spam') spam
('data/117/000', 'spam') spam
('data/117/001', 'spam') ham
('data/117/002', 'spam') spam
('data/117/003', 'spam') ham
('data/117/004', 'spam') spam
('data/117/005', 'spam') spam
('data/117/006', 'spam') ham
('data/117/007', 'spam') spam
('data/117/008', 'spam') spam
('data/117/009', 'ham') spam
('data/117/010', 'spam') spam
('data/117/011', 'spam') spam
('data/117/012', 'spam') spam
('data/117/013', 'spam') spam
('data/117/014', 'spam') spam
('data/117/015', 'spam') spam
('data/117/016', 'ham') ham
('data/117/017', 'ham') ham
('data/117/018', 'ham') ham
('data/117/019', 'spam') spam
('data/117/020', 'spam') ham
('data/117/021', 'spam') ham
('data/117/022', 'spam') spam
('data/117/023', 'spam') spam
('data/117/024', 'ham') spam
('data/117/025', 'ham') ham
('data/117/026', 'spam') ham
('data/117/027', 'spam') spam
('data/117/028', 'spam') spam
('data/117/029', 'spam') spam
('data/117/030', 'ham') ham
('data/117/031', 'spam') spam
('data/117/032', 'spam') spam
('data/117/033', 'ham') ham
('data/117/034', 'spam') spam
('data/117/035', 'spam') spam
('data/117/036', 'spam') spam
('data/117/037', 'spam') spam
('data/117/038', 'ham') ham
('data/117/039', 'ham') ham
('data/117/040', 'ham') ham
('data/117/041', 'ham') ham
('data/117/042', 'ham') ham
('data/117/043', 'spam') spam
('data/117/044', 'ham') ham
('data/117/045', 'spam') ham
('data/117/046', 'spam') spam
('data/117/047', 'spam') spam
('data/117/048', 'spam') spam
('data/117/049', 'spam') spam
('data/117/050', 'spam') spam
('data/117/051', 'ham') ham
('data/117/052', 'spam') ham
('data/117/053', 'spam') spam
('data/117/054', 'spam') spam
('data/117/055', 'spam') spam
('data/117/056', 'spam') spam
('data/117/057', 'ham') spam
('data/117/058', 'spam') spam
('data/117/059', 'ham') spam
('data/117/060', 'spam') spam
('data/117/061', 'ham') ham
('data/117/062', 'ham') ham
('data/117/063', 'ham') ham
('data/117/064', 'spam') spam
('data/117/065', 'ham') ham
('data/117/066', 'ham') ham
('data/117/067', 'ham') ham
('data/117/068', 'spam') ham
('data/117/069', 'ham') ham
('data/117/070', 'ham') ham
('data/117/071', 'ham') ham
('data/117/072', 'ham') ham
('data/117/073', 'spam') spam
('data/117/074', 'ham') ham
('data/117/075', 'ham') ham
('data/117/076', 'ham') spam
('data/117/077', 'ham') ham
('data/117/078', 'spam') spam
('data/117/079', 'spam') spam
('data/117/080', 'ham') spam
('data/117/081', 'spam') spam
('data/117/082', 'spam') spam
('data/117/083', 'spam') spam
('data/117/084', 'spam') spam
('data/117/085', 'spam') spam
('data/117/086', 'spam') spam
('data/117/087', 'spam') spam
('data/117/088', 'spam') spam
('data/117/089', 'ham') ham
('data/117/090', 'ham') ham
('data/117/091', 'spam') spam
('data/117/092', 'ham') ham
('data/117/093', 'ham') ham
('data/117/094', 'ham') ham
('data/117/095', 'ham') ham
('data/117/096', 'spam') spam
('data/117/097', 'spam') spam
('data/117/098', 'spam') spam
('data/117/099', 'spam') spam
('data/117/100', 'spam') ham
('data/117/101', 'spam') spam
('data/117/102', 'spam') spam
('data/117/103', 'ham') ham
('data/117/104', 'ham') ham
('data/117/105', 'ham') spam
('data/117/106', 'ham') ham
('data/117/107', 'ham') ham
('data/117/108', 'spam') spam
('data/117/109', 'ham') ham
('data/117/110', 'spam') spam
('data/117/111', 'spam') spam
('data/117/112', 'spam') spam
('data/117/113', 'ham') ham
('data/117/114', 'ham') ham
('data/117/115', 'spam') spam
('data/117/116', 'ham') ham
('data/117/117', 'ham') ham
('data/117/118', 'ham') ham
('data/117/119', 'ham') ham
('data/117/120', 'spam') spam
('data/117/121', 'ham') ham
('data/117/122', 'spam') spam
('data/117/123', 'spam') spam
('data/117/124', 'ham') ham
('data/117/125', 'spam') spam
('data/117/126', 'spam') spam
('data/117/127', 'spam') spam
('data/117/128', 'spam') ham
('data/117/129', 'spam') spam
('data/117/130', 'spam') spam
('data/117/131', 'spam') spam
('data/117/132', 'ham') ham
('data/117/133', 'ham') ham
('data/117/134', 'spam') spam
('data/117/135', 'spam') spam
('data/117/136', 'spam') spam
('data/117/137', 'spam') spam
('data/117/138', 'spam') spam
('data/117/139', 'spam') spam
('data/117/140', 'ham') ham
('data/117/141', 'spam') spam
('data/117/142', 'spam') spam
('data/117/143', 'spam') spam
('data/117/144', 'spam') spam
('data/117/145', 'spam') spam
('data/117/146', 'spam') spam
('data/117/147', 'spam') spam
('data/117/148', 'spam') spam
('data/117/149', 'spam') spam
('data/117/150', 'spam') spam
('data/117/151', 'spam') spam
('data/117/152', 'spam') spam
('data/117/153', 'spam') spam
('data/117/154', 'spam') spam
('data/117/155', 'spam') ham
('data/117/156', 'spam') spam
('data/117/157', 'spam') spam
('data/117/158', 'spam') spam
('data/117/159', 'spam') spam
('data/117/160', 'spam') spam
('data/117/161', 'spam') spam
('data/117/162', 'spam') spam
('data/117/163', 'spam') spam
('data/117/164', 'spam') spam
('data/117/165', 'spam') spam
('data/117/166', 'spam') spam
('data/117/167', 'spam') spam
('data/117/168', 'spam') spam
('data/117/169', 'ham') ham
('data/117/170', 'spam') spam
('data/117/171', 'spam') spam
('data/117/172', 'spam') spam
('data/117/173', 'ham') ham
('data/117/174', 'spam') spam
('data/117/175', 'spam') spam
('data/117/176', 'spam') spam
('data/117/177', 'spam') spam
('data/117/178', 'spam') spam
('data/117/179', 'spam') spam
('data/117/180', 'spam') spam
('data/117/181', 'spam') spam
('data/117/182', 'spam') spam
('data/117/183', 'spam') spam
('data/117/184', 'ham') ham
('data/117/185', 'spam') spam
('data/117/186', 'ham') ham
('data/117/187', 'spam') spam
('data/117/188', 'spam') spam
('data/117/189', 'spam') spam
('data/117/190', 'spam') spam
('data/117/191', 'spam') spam
('data/117/192', 'spam') ham
('data/117/193', 'spam') spam
('data/117/194', 'spam') spam
('data/117/195', 'spam') spam
('data/117/196', 'spam') spam
('data/117/197', 'spam') spam
('data/117/198', 'ham') ham
('data/117/199', 'ham') ham
('data/117/200', 'spam') spam
('data/117/201', 'ham') ham
('data/117/202', 'ham') ham
('data/117/203', 'ham') ham
('data/117/204', 'spam') spam
('data/117/205', 'spam') ham
('data/117/206', 'spam') spam
('data/117/207', 'ham') ham
('data/117/208', 'spam') spam
('data/117/209', 'spam') spam
('data/117/210', 'spam') spam
('data/117/211', 'ham') spam
('data/117/212', 'spam') spam
('data/117/213', 'ham') spam
('data/117/214', 'spam') spam
('data/117/215', 'spam') spam
('data/117/216', 'ham') ham
('data/117/217', 'ham') ham
('data/117/218', 'spam') spam
('data/117/219', 'spam') spam
('data/117/220', 'ham') ham
('data/117/221', 'spam') spam
('data/117/222', 'ham') ham
('data/117/223', 'spam') spam
('data/117/224', 'spam') spam
('data/117/225', 'ham') ham
('data/117/226', 'ham') ham
('data/117/227', 'spam') spam
('data/117/228', 'ham') ham
('data/117/229', 'ham') ham
('data/117/230', 'ham') ham
('data/117/231', 'ham') ham
('data/117/232', 'spam') spam
('data/117/233', 'ham') ham
('data/117/234', 'ham') ham
('data/117/235', 'spam') spam
('data/117/236', 'ham') ham
('data/117/237', 'spam') spam
('data/117/238', 'spam') spam
('data/117/239', 'spam') ham
('data/117/240', 'ham') ham
('data/117/241', 'ham') ham
('data/117/242', 'ham') ham
('data/117/243', 'ham') ham
('data/117/244', 'spam') spam
('data/117/245', 'spam') spam
('data/117/246', 'ham') ham
('data/117/247', 'ham') spam
('data/117/248', 'ham') ham
('data/117/249', 'ham') ham
('data/117/250', 'ham') ham
('data/117/251', 'ham') spam
('data/117/252', 'spam') ham
('data/117/253', 'ham') ham
('data/117/254', 'ham') ham
('data/117/255', 'ham') ham
('data/117/256', 'spam') spam
('data/117/257', 'ham') ham
('data/117/258', 'ham') ham
('data/117/259', 'spam') spam
('data/117/260', 'spam') spam
('data/117/261', 'spam') spam
('data/117/262', 'ham') ham
('data/117/263', 'spam') spam
('data/117/264', 'ham') ham
('data/117/265', 'ham') spam
('data/117/266', 'ham') ham
('data/117/267', 'spam') spam
('data/117/268', 'spam') spam
('data/117/269', 'spam') spam
('data/117/270', 'spam') spam
('data/117/271', 'spam') spam
('data/117/272', 'spam') spam
('data/117/273', 'spam') spam
('data/117/274', 'spam') spam
('data/117/275', 'spam') spam
('data/117/276', 'spam') spam
('data/117/277', 'spam') spam
('data/117/278', 'ham') ham
('data/117/279', 'spam') spam
('data/117/280', 'spam') spam
('data/117/281', 'spam') spam
('data/117/282', 'spam') spam
('data/117/283', 'spam') spam
('data/117/284', 'ham') ham
('data/117/285', 'spam') spam
('data/117/286', 'ham') ham
('data/117/287', 'spam') spam
('data/117/288', 'ham') ham
('data/117/289', 'spam') spam
('data/117/290', 'spam') spam
('data/117/291', 'spam') spam
('data/117/292', 'spam') spam
('data/117/293', 'ham') ham
('data/117/294', 'ham') ham
('data/117/295', 'ham') ham
('data/117/296', 'spam') spam
('data/117/297', 'spam') spam
('data/117/298', 'ham') ham
('data/117/299', 'spam') spam
('data/118/000', 'spam') spam
('data/118/001', 'spam') spam
('data/118/002', 'spam') spam
('data/118/003', 'ham') ham
('data/118/004', 'spam') spam
('data/118/005', 'ham') ham
('data/118/006', 'spam') spam
('data/118/007', 'spam') spam
('data/118/008', 'spam') spam
('data/118/009', 'spam') spam
('data/118/010', 'ham') ham
('data/118/011', 'spam') spam
('data/118/012', 'spam') spam
('data/118/013', 'ham') spam
('data/118/014', 'ham') ham
('data/118/015', 'spam') spam
('data/118/016', 'spam') spam
('data/118/017', 'spam') spam
('data/118/018', 'ham') ham
('data/118/019', 'spam') spam
('data/118/020', 'ham') ham
('data/118/021', 'ham') ham
('data/118/022', 'ham') ham
('data/118/023', 'spam') spam
('data/118/024', 'spam') spam
('data/118/025', 'ham') ham
('data/118/026', 'ham') ham
('data/118/027', 'ham') ham
('data/118/028', 'ham') ham
('data/118/029', 'ham') ham
('data/118/030', 'ham') ham
('data/118/031', 'ham') ham
('data/118/032', 'ham') ham
('data/118/033', 'spam') spam
('data/118/034', 'spam') spam
('data/118/035', 'ham') ham
('data/118/036', 'spam') spam
('data/118/037', 'spam') spam
('data/118/038', 'spam') spam
('data/118/039', 'spam') spam
('data/118/040', 'spam') spam
('data/118/041', 'ham') ham
('data/118/042', 'ham') ham
('data/118/043', 'ham') ham
('data/118/044', 'spam') spam
('data/118/045', 'spam') spam
('data/118/046', 'spam') ham
('data/118/047', 'spam') spam
('data/118/048', 'spam') spam
('data/118/049', 'spam') spam
('data/118/050', 'spam') spam
('data/118/051', 'spam') spam
('data/118/052', 'spam') spam
('data/118/053', 'spam') spam
('data/118/054', 'spam') spam
('data/118/055', 'spam') spam
('data/118/056', 'ham') ham
('data/118/057', 'spam') ham
('data/118/058', 'spam') spam
('data/118/059', 'ham') ham
('data/118/060', 'spam') spam
('data/118/061', 'spam') spam
('data/118/062', 'spam') spam
('data/118/063', 'ham') ham
('data/118/064', 'ham') ham
('data/118/065', 'spam') spam
('data/118/066', 'ham') ham
('data/118/067', 'ham') ham
('data/118/068', 'spam') spam
('data/118/069', 'ham') ham
('data/118/070', 'spam') spam
('data/118/071', 'spam') spam
('data/118/072', 'spam') spam
('data/118/073', 'spam') spam
('data/118/074', 'spam') spam
('data/118/075', 'spam') spam
('data/118/076', 'spam') spam
('data/118/077', 'spam') spam
('data/118/078', 'spam') spam
('data/118/079', 'spam') spam
('data/118/080', 'spam') spam
('data/118/081', 'spam') spam
('data/118/082', 'spam') spam
('data/118/083', 'spam') spam
('data/118/084', 'spam') spam
('data/118/085', 'spam') spam
('data/118/086', 'spam') spam
('data/118/087', 'spam') spam
('data/118/088', 'spam') ham
('data/118/089', 'spam') spam
('data/118/090', 'spam') spam
('data/118/091', 'spam') spam
('data/118/092', 'spam') spam
('data/118/093', 'spam') spam
('data/118/094', 'spam') spam
('data/118/095', 'spam') spam
('data/118/096', 'spam') spam
('data/118/097', 'spam') spam
('data/118/098', 'spam') spam
('data/118/099', 'spam') spam
('data/118/100', 'spam') ham
('data/118/101', 'ham') spam
('data/118/102', 'spam') spam
('data/118/103', 'spam') spam
('data/118/104', 'spam') spam
('data/118/105', 'spam') spam
('data/118/106', 'spam') ham
('data/118/107', 'spam') spam
('data/118/108', 'spam') ham
('data/118/109', 'spam') spam
('data/118/110', 'spam') spam
('data/118/111', 'spam') spam
('data/118/112', 'ham') spam
('data/118/113', 'spam') spam
('data/118/114', 'spam') spam
('data/118/115', 'spam') spam
('data/118/116', 'spam') spam
('data/118/117', 'spam') spam
('data/118/118', 'spam') spam
('data/118/119', 'spam') spam
('data/118/120', 'spam') spam
('data/118/121', 'ham') ham
('data/118/122', 'spam') spam
('data/118/123', 'ham') spam
('data/118/124', 'spam') spam
('data/118/125', 'spam') spam
('data/118/126', 'spam') spam
('data/118/127', 'spam') spam
('data/118/128', 'spam') ham
('data/118/129', 'spam') spam
('data/118/130', 'spam') spam
('data/118/131', 'spam') spam
('data/118/132', 'spam') spam
('data/118/133', 'ham') ham
('data/118/134', 'ham') ham
('data/118/135', 'ham') ham
('data/118/136', 'spam') ham
('data/118/137', 'spam') spam
('data/118/138', 'spam') spam
('data/118/139', 'spam') ham
('data/118/140', 'ham') spam
('data/118/141', 'ham') ham
('data/118/142', 'spam') ham
('data/118/143', 'spam') spam
('data/118/144', 'spam') ham
('data/118/145', 'spam') spam
('data/118/146', 'spam') spam
('data/118/147', 'spam') spam
('data/118/148', 'ham') ham
('data/118/149', 'ham') ham
('data/118/150', 'spam') spam
('data/118/151', 'ham') ham
('data/118/152', 'ham') spam
('data/118/153', 'spam') spam
('data/118/154', 'spam') spam
('data/118/155', 'spam') spam
('data/118/156', 'spam') spam
('data/118/157', 'spam') spam
('data/118/158', 'spam') spam
('data/118/159', 'spam') spam
('data/118/160', 'spam') spam
('data/118/161', 'spam') spam
('data/118/162', 'spam') spam
('data/118/163', 'spam') spam
('data/118/164', 'ham') spam
('data/118/165', 'ham') ham
('data/118/166', 'ham') ham
('data/118/167', 'ham') ham
('data/118/168', 'spam') spam
('data/118/169', 'spam') spam
('data/118/170', 'spam') spam
('data/118/171', 'spam') spam
('data/118/172', 'spam') spam
('data/118/173', 'spam') spam
('data/118/174', 'spam') spam
('data/118/175', 'spam') spam
('data/118/176', 'ham') ham
('data/118/177', 'spam') spam
('data/118/178', 'spam') spam
('data/118/179', 'spam') spam
('data/118/180', 'spam') spam
('data/118/181', 'spam') spam
('data/118/182', 'ham') spam
('data/118/183', 'spam') ham
('data/118/184', 'ham') spam
('data/118/185', 'spam') spam
('data/118/186', 'spam') ham
('data/118/187', 'spam') ham
('data/118/188', 'spam') spam
('data/118/189', 'spam') spam
('data/118/190', 'spam') spam
('data/118/191', 'spam') spam
('data/118/192', 'spam') spam
('data/118/193', 'spam') spam
('data/118/194', 'spam') ham
('data/118/195', 'spam') ham
('data/118/196', 'spam') spam
('data/118/197', 'spam') ham
('data/118/198', 'spam') spam
('data/118/199', 'ham') ham
('data/118/200', 'spam') spam
('data/118/201', 'ham') ham
('data/118/202', 'ham') ham
('data/118/203', 'spam') spam
('data/118/204', 'ham') ham
('data/118/205', 'ham') ham
('data/118/206', 'spam') spam
('data/118/207', 'spam') spam
('data/118/208', 'ham') ham
('data/118/209', 'ham') ham
('data/118/210', 'ham') spam
('data/118/211', 'ham') ham
('data/118/212', 'ham') ham
('data/118/213', 'spam') spam
('data/118/214', 'ham') ham
('data/118/215', 'ham') spam
('data/118/216', 'ham') ham
('data/118/217', 'ham') ham
('data/118/218', 'ham') ham
('data/118/219', 'spam') spam
('data/118/220', 'ham') ham
('data/118/221', 'spam') spam
('data/118/222', 'spam') spam
('data/118/223', 'spam') spam
('data/118/224', 'spam') spam
('data/118/225', 'spam') spam
('data/118/226', 'ham') ham
('data/118/227', 'spam') spam
('data/118/228', 'spam') spam
('data/118/229', 'spam') spam
('data/118/230', 'spam') spam
('data/118/231', 'spam') spam
('data/118/232', 'spam') spam
('data/118/233', 'spam') spam
('data/118/234', 'spam') spam
('data/118/235', 'spam') spam
('data/118/236', 'spam') spam
('data/118/237', 'spam') spam
('data/118/238', 'spam') spam
('data/118/239', 'spam') ham
('data/118/240', 'spam') spam
('data/118/241', 'spam') spam
('data/118/242', 'spam') spam
('data/118/243', 'spam') spam
('data/118/244', 'spam') spam
('data/118/245', 'ham') ham
('data/118/246', 'spam') spam
('data/118/247', 'spam') ham
('data/118/248', 'ham') ham
('data/118/249', 'ham') ham
('data/118/250', 'spam') spam
('data/118/251', 'spam') spam
('data/118/252', 'ham') ham
('data/118/253', 'spam') spam
('data/118/254', 'ham') spam
('data/118/255', 'spam') spam
('data/118/256', 'ham') ham
('data/118/257', 'spam') ham
('data/118/258', 'ham') ham
('data/118/259', 'spam') spam
('data/118/260', 'spam') spam
('data/118/261', 'spam') spam
('data/118/262', 'spam') spam
('data/118/263', 'ham') ham
('data/118/264', 'spam') spam
('data/118/265', 'spam') spam
('data/118/266', 'spam') spam
('data/118/267', 'spam') spam
('data/118/268', 'spam') spam
('data/118/269', 'ham') ham
('data/118/270', 'spam') ham
('data/118/271', 'spam') spam
('data/118/272', 'spam') spam
('data/118/273', 'spam') spam
('data/118/274', 'spam') spam
('data/118/275', 'spam') spam
('data/118/276', 'spam') spam
('data/118/277', 'spam') ham
('data/118/278', 'spam') spam
('data/118/279', 'spam') ham
('data/118/280', 'spam') spam
('data/118/281', 'spam') spam
('data/118/282', 'spam') spam
('data/118/283', 'spam') spam
('data/118/284', 'spam') spam
('data/118/285', 'spam') spam
('data/118/286', 'spam') spam
('data/118/287', 'ham') ham
('data/118/288', 'ham') ham
('data/118/289', 'ham') ham
('data/118/290', 'spam') ham
('data/118/291', 'ham') ham
('data/118/292', 'spam') spam
('data/118/293', 'spam') spam
('data/118/294', 'spam') spam
('data/118/295', 'ham') ham
